BusinessEntityID	Title	FirstName	MiddleName	LastName	Suffix	PhoneNumber	PhoneNumberType	EmailAddress	EmailPromotion	AddressType	AddressLine1	AddressLine2	City	StateProvinceName	PostalCode	CountryRegionName
2389	NULL	Laura	NULL	Liu	NULL	121-555-0179	Home	laura11@adventure-works.com	0	Home	5840 Delta Fair Blvd.	NULL	Colma	California	94014	United States
2390	NULL	Laura	P	Huang	NULL	1 (11) 500 555-0129	Home	laura12@adventure-works.com	0	Home	Buergermeister-ulrich-str 90	NULL	Leipzig	Nordrhein-Westfalen	04139	Germany
2391	NULL	Laura	NULL	Wu	NULL	1 (11) 500 555-0188	Home	laura13@adventure-works.com	0	Home	4746 Clear Court	# 61	Matraville	New South Wales	2036	Australia
2392	NULL	Francis	NULL	Hernandez	NULL	1 (11) 500 555-0187	Cell	francis1@adventure-works.com	1	Home	3708 Montana	NULL	Cheltenham	England	GL50	United Kingdom
2393	NULL	Laura	L	Lin	NULL	1 (11) 500 555-0151	Cell	laura14@adventure-works.com	2	Home	3378 Coldwater Drive	NULL	Matraville	New South Wales	2036	Australia
2394	NULL	Laura	D	Zhou	NULL	1 (11) 500 555-0170	Home	laura15@adventure-works.com	0	Home	6463 Landover Ln	NULL	Hervey Bay	Queensland	4655	Australia
2395	NULL	Laura	J	Ye	NULL	1 (11) 500 555-0196	Home	laura16@adventure-works.com	0	Home	Dunckerstr 55	NULL	Paderborn	Nordrhein-Westfalen	33098	Germany
2396	NULL	Laura	T	Zhao	NULL	1 (11) 500 555-0198	Home	laura17@adventure-works.com	1	Home	8206 Green Valley Road	NULL	East Brisbane	Queensland	4169	Australia
2397	NULL	Isabella	NULL	Cox	NULL	377-555-0164	Home	isabella0@adventure-works.com	0	Home	4304 Dos Rios Drive	NULL	Ballard	Washington	98107	United States
2398	NULL	Laura	D	Xu	NULL	1 (11) 500 555-0170	Cell	laura18@adventure-works.com	0	Home	8138 Golf Club Road	NULL	London	England	SW1P 2NU	United Kingdom
2399	NULL	Isabella	J	Howard	NULL	125-555-0175	Home	isabella1@adventure-works.com	0	Home	673 Noah Court	NULL	Port Orchard	Washington	98366	United States
2400	NULL	Laura	M	Zhu	NULL	1 (11) 500 555-0197	Cell	laura19@adventure-works.com	2	Home	9621 Alamo Court	NULL	High Wycombe	England	HP10 9QY	United Kingdom
2401	NULL	Laura	NULL	Gao	NULL	1 (11) 500 555-0148	Cell	laura20@adventure-works.com	0	Home	82 Mt. Dell Dr.	NULL	Silverwater	New South Wales	2264	Australia
2402	NULL	Isabella	NULL	Ward	NULL	1 (11) 500 555-0165	Cell	isabella2@adventure-works.com	2	Home	Zimmerstr 466	NULL	Saarlouis	Saarland	66740	Germany
2403	NULL	Laura	L	Ma	NULL	1 (11) 500 555-0185	Cell	laura21@adventure-works.com	2	Home	6432 Maywood Ln.	NULL	Goulburn	New South Wales	2580	Australia
2404	NULL	Francis	NULL	Alvarez	NULL	1 (11) 500 555-0176	Cell	francis2@adventure-works.com	0	Home	5287 Race Road	NULL	Brisbane	Queensland	4000	Australia
2405	NULL	Laura	NULL	Liang	NULL	723-555-0141	Home	laura22@adventure-works.com	2	Home	6828 Benedict Court	NULL	Burlingame	California	94010	United States
2406	NULL	Laura	S	Guo	NULL	239-555-0137	Home	laura23@adventure-works.com	0	Home	4787 R St.	NULL	Bellingham	Washington	98225	United States
2407	NULL	Laura	W	He	NULL	1 (11) 500 555-0129	Cell	laura24@adventure-works.com	0	Home	Postfach 90 92 92	NULL	Hamburg	Hamburg	20354	Germany
2408	NULL	Isabella	NULL	Torres	NULL	905-555-0117	Cell	isabella3@adventure-works.com	0	Home	1955 Montgomery Ave	NULL	National City	California	91950	United States
2409	NULL	Laura	NULL	Zheng	NULL	1 (11) 500 555-0110	Cell	laura25@adventure-works.com	0	Home	4428 Jones Rd.	NULL	North Ryde	New South Wales	2113	Australia
2410	NULL	Laura	NULL	Hu	NULL	402-555-0192	Home	laura26@adventure-works.com	2	Home	8502 Diver Way	NULL	Chula Vista	California	91910	United States
2411	NULL	Laura	L	Cai	NULL	1 (11) 500 555-0163	Cell	laura27@adventure-works.com	2	Home	8, rue des Vendangeurs	NULL	Paris	Seine (Paris)	75012	France
2412	NULL	Isabella	NULL	Peterson	NULL	182-555-0156	Home	isabella4@adventure-works.com	1	Home	6868 Firestone	NULL	Victoria	British Columbia	V8V	Canada
2413	NULL	Lisa	J	Wang	NULL	1 (11) 500 555-0152	Cell	lisa4@adventure-works.com	0	Home	2530 Seeno St	NULL	Wokingham	England	RG41 1QW	United Kingdom
2414	NULL	Isabella	NULL	Gray	NULL	438-555-0150	Cell	isabella5@adventure-works.com	0	Home	6400 St. John Lane	NULL	Port Hammond	British Columbia	V6B 3P7	Canada
2415	NULL	Lisa	S	Chen	NULL	1 (11) 500 555-0130	Home	lisa5@adventure-works.com	0	Home	109, avenue des Ternes	NULL	Les Ulis	Essonne	91940	France
2416	NULL	Francis	NULL	Jimenez	NULL	1 (11) 500 555-0143	Cell	francis3@adventure-works.com	0	Home	Curieweg 3991	NULL	Bonn	Nordrhein-Westfalen	53131	Germany
2417	NULL	Lisa	J	Li	NULL	1 (11) 500 555-0189	Cell	lisa6@adventure-works.com	2	Home	3852 Northridge Dr.	NULL	Geelong	Victoria	3220	Australia
2418	NULL	Lisa	J	Liu	NULL	153-555-0188	Cell	lisa7@adventure-works.com	0	Home	4310 Chickpea Ct.	NULL	Burbank	California	91502	United States
2419	NULL	Lisa	NULL	Yang	NULL	986-555-0135	Cell	lisa8@adventure-works.com	0	Home	7549 Longview Rd.	NULL	Beverly Hills	California	90210	United States
2420	NULL	Lisa	L	Huang	NULL	1 (11) 500 555-0168	Home	lisa9@adventure-works.com	2	Home	9762 Alvecedo	NULL	North Ryde	New South Wales	2113	Australia
2421	NULL	Lisa	NULL	Wu	NULL	1 (11) 500 555-0127	Cell	lisa10@adventure-works.com	0	Home	8426 Easley Dr.	NULL	Melton	Victoria	3337	Australia
2422	NULL	Lisa	A	Lin	NULL	1 (11) 500 555-0136	Cell	lisa11@adventure-works.com	0	Home	4893 Crane Court	NULL	Runcorn	England	TY31	United Kingdom
2423	NULL	Lisa	L	Zhou	NULL	1 (11) 500 555-0153	Home	lisa12@adventure-works.com	1	Home	9739 Benedict Court	NULL	Milton Keynes	England	MK8 8DF	United Kingdom
2424	NULL	Lisa	L	Ye	NULL	1 (11) 500 555-0112	Cell	lisa13@adventure-works.com	0	Home	Carlsplatz 45	NULL	Ingolstadt	Bayern	85049	Germany
2425	NULL	Lisa	C	Zhao	NULL	432-555-0153	Home	lisa14@adventure-works.com	1	Home	491 Cali	NULL	Burlingame	California	94010	United States
2426	NULL	Lisa	S	Lu	NULL	1 (11) 500 555-0196	Home	lisa15@adventure-works.com	0	Home	70, rue Georges-Clémenceau	NULL	Roissy en Brie	Seine et Marne	77680	France
2427	NULL	Francis	A	Moreno	NULL	1 (11) 500 555-0114	Home	francis4@adventure-works.com	0	Home	8634 Lake Meadow Circle	NULL	Runcorn	England	TY31	United Kingdom
2428	NULL	Lisa	NULL	Xu	NULL	1 (11) 500 555-0111	Home	lisa16@adventure-works.com	0	Home	Höhenstr 7477	NULL	München	Hamburg	80074	Germany
2429	NULL	Lisa	R	Zhu	NULL	1 (11) 500 555-0175	Cell	lisa17@adventure-works.com	0	Home	3359 Northwood Dr	NULL	Woolston	England	WA1 4SY	United Kingdom
2430	NULL	Lisa	A	Gao	NULL	1 (11) 500 555-0166	Home	lisa18@adventure-works.com	1	Home	3326 Icicle Ct.	NULL	North Sydney	New South Wales	2055	Australia
2431	NULL	Lisa	C	Ma	NULL	1 (11) 500 555-0160	Cell	lisa19@adventure-works.com	0	Home	Auf den Kuhlen Straße 2	NULL	Hamburg	Hamburg	20354	Germany
2432	NULL	Lisa	NULL	Liang	NULL	644-555-0144	Cell	lisa20@adventure-works.com	0	Home	639 Bird Drive	NULL	Burlingame	California	94010	United States
2433	NULL	Lisa	S	Guo	NULL	1 (11) 500 555-0133	Cell	lisa21@adventure-works.com	0	Home	7464 Mozden Lane	NULL	Wollongong	New South Wales	2500	Australia
2434	NULL	Lisa	R	Zheng	NULL	1 (11) 500 555-0198	Home	lisa22@adventure-works.com	1	Home	8360 Frisbie Court	NULL	Newcastle upon Tyne	England	NT20	United Kingdom
2435	NULL	Lisa	L	Hu	NULL	1 (11) 500 555-0164	Cell	lisa23@adventure-works.com	0	Home	7489 Relief Valley Ct	NULL	Kirkby	England	KB9	United Kingdom
2436	NULL	Lisa	NULL	Cai	NULL	1 (11) 500 555-0125	Home	lisa24@adventure-works.com	0	Home	102, rue de Berri	NULL	Les Ulis	Essonne	91940	France
2437	NULL	Lisa	R	Zeng	NULL	1 (11) 500 555-0179	Cell	lisa25@adventure-works.com	0	Home	Midi-Couleurs	NULL	Courbevoie	Hauts de Seine	92400	France
2438	NULL	Jamie	M	Zhang	NULL	238-555-0175	Cell	jamie2@adventure-works.com	1	Home	267 Aspen Drive	NULL	Burlingame	California	94010	United States
2439	NULL	Jamie	NULL	Wagner	NULL	1 (11) 500 555-0134	Home	jamie3@adventure-works.com	0	Home	4, rue de la Comédie	NULL	Dunkerque	Nord	59140	France
2440	NULL	Jamie	NULL	Chow	NULL	1 (11) 500 555-0112	Home	jamie4@adventure-works.com	0	Home	9759 Dover Way	NULL	Peterborough	England	PB12	United Kingdom
2441	NULL	Jamie	NULL	Li	NULL	1 (11) 500 555-0188	Cell	jamie5@adventure-works.com	0	Home	Heideweg 1459	NULL	Essen	Hamburg	45001	Germany
2442	NULL	Jamie	J	Liu	NULL	1 (11) 500 555-0176	Home	jamie6@adventure-works.com	2	Home	7041 Notre Dame Avenue	NULL	Cambridge	England	CB4 4BZ	United Kingdom
2443	NULL	Jamie	S	Yang	NULL	1 (11) 500 555-0124	Cell	jamie7@adventure-works.com	1	Home	2111 Freedom Court	NULL	Sunbury	Victoria	3429	Australia
2444	NULL	Jamie	NULL	Huang	NULL	410-555-0145	Cell	jamie8@adventure-works.com	2	Home	312 Via Del Verdes	NULL	Colma	California	94014	United States
2445	NULL	Jamie	S	Wu	NULL	1 (11) 500 555-0143	Cell	jamie9@adventure-works.com	0	Home	5435 Jacobsen Street	NULL	Malabar	New South Wales	2036	Australia
2446	NULL	Francis	J	Alonso	NULL	1 (11) 500 555-0150	Home	francis5@adventure-works.com	1	Home	2062 Woodruff Lane	NULL	Peterborough	England	PB12	United Kingdom
2447	NULL	Jamie	NULL	Lin	NULL	1 (11) 500 555-0152	Cell	jamie10@adventure-works.com	2	Home	910, place de la Concorde	NULL	Les Ulis	Essonne	91940	France
2448	NULL	Jamie	NULL	Zhou	NULL	1 (11) 500 555-0169	Home	jamie11@adventure-works.com	0	Home	2192 Pacifica Ave	NULL	Cloverdale	South Australia	6105	Australia
2449	NULL	Jamie	C	Ye	NULL	1 (11) 500 555-0165	Home	jamie12@adventure-works.com	1	Home	2423 Brookview Dr.	NULL	London	England	SE1 8HL	United Kingdom
